category,tool,official_url,market_role,buyer,core_use_case,pricing_model,status,evidence_date,evidence_confidence
Observability,Dynatrace,https://www.dynatrace.com,leader,Enterprise IT/SRE,Full-stack observability,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Observability,New Relic,https://newrelic.com,leader,Engineering/SRE,Application performance monitoring,usage/subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Observability,Splunk Observability Cloud,https://www.splunk.com/en_us/products/observability.html,leader,Enterprise IT/SRE,Metrics logs traces and APM,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Observability,Elastic Observability,https://www.elastic.co/observability,challenger,Engineering/SRE,Logs metrics traces and APM,usage/subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Observability,Chronosphere,https://chronosphere.io,challenger,Cloud-native engineering,Cloud-native observability,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Observability,AppDynamics,https://www.appdynamics.com,challenger,Enterprise IT,Application observability,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Observability,Sentry,https://sentry.io,challenger,Developers,Error monitoring and application performance,usage/subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Observability,Honeycomb,https://www.honeycomb.io,challenger,Engineering/SRE,Observability and debugging,usage/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Workflow automation,Zapier,https://zapier.com,leader,Operations/SMB,Automate SaaS workflows,subscription/usage,Current commercial product—direct official URL captured,2026-08-17,Medium
Workflow automation,Make,https://www.make.com,leader,Operations/SMB,Visual SaaS automation,subscription/usage,Current commercial product—direct official URL captured,2026-08-17,Medium
Workflow automation,Workato,https://www.workato.com,leader,Enterprise IT/Operations,Enterprise integration and automation,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Workflow automation,Microsoft Power Automate,https://www.microsoft.com/power-platform/products/power-automate,leader,Enterprise IT/Operations,Workflow automation,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Workflow automation,Celigo,https://www.celigo.com,challenger,Operations/IT,Integration and automation,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Workflow automation,Boomi,https://boomi.com,leader,Enterprise IT,Integration platform and automation,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Workflow automation,MuleSoft,https://www.mulesoft.com,leader,Enterprise IT,API integration and automation,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Workflow automation,Tray.io,https://tray.ai,challenger,Enterprise operations,Automation and integration,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Workflow automation,Pipedream,https://pipedream.com,challenger,Developers,Code-first workflow automation,usage/subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Workflow automation,n8n,https://n8n.io,challenger,Technical operations,Workflow automation,subscription/self-hosted,Current commercial product—direct official URL captured,2026-08-17,Medium
Internal tools,Retool,https://retool.com,leader,Operations/IT,Build internal business applications,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Internal tools,Microsoft Power Apps,https://www.microsoft.com/power-platform/products/power-apps,leader,Enterprise IT,Build internal business applications,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Internal tools,OutSystems,https://www.outsystems.com,leader,Enterprise IT,Low-code application development,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Internal tools,Mendix,https://www.mendix.com,leader,Enterprise IT,Low-code application development,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Internal tools,Appian,https://appian.com,leader,Enterprise IT,Low-code workflow applications,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Internal tools,ServiceNow App Engine,https://www.servicenow.com/products/app-engine.html,leader,Enterprise IT,Low-code enterprise workflows,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Internal tools,Appsmith,https://www.appsmith.com,challenger,Developers/Operations,Build internal applications,subscription/self-hosted,Current commercial product—direct official URL captured,2026-08-17,Medium
Internal tools,ToolJet,https://www.tooljet.com,challenger,Developers/Operations,Build internal applications,subscription/self-hosted,Current commercial product—direct official URL captured,2026-08-17,Medium
Internal tools,Budibase,https://budibase.com,challenger,Developers/Operations,Build internal applications,subscription/self-hosted,Current commercial product—direct official URL captured,2026-08-17,Medium
Internal tools,Superblocks,https://www.superblocks.com,challenger,Enterprise engineering,Build internal applications,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Business intelligence,Microsoft Power BI,https://www.microsoft.com/power-platform/products/power-bi,leader,Data/business teams,Governed dashboards and reporting,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Business intelligence,Tableau,https://www.tableau.com,leader,Data/business teams,Analytics dashboards and reporting,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Business intelligence,Looker,https://cloud.google.com/looker,leader,Data/business teams,Governed analytics and semantic modeling,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Business intelligence,ThoughtSpot,https://www.thoughtspot.com,challenger,Data/business teams,Search and AI analytics,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Business intelligence,Sigma,https://www.sigmacomputing.com,challenger,Data/business teams,Cloud spreadsheet analytics,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Business intelligence,Qlik,https://www.qlik.com,leader,Data/business teams,Analytics and data integration,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Business intelligence,Domo,https://www.domo.com,challenger,Data/business teams,Cloud BI and dashboards,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Business intelligence,MicroStrategy,https://www.microstrategy.com,leader,Enterprise data/business,Enterprise analytics,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Business intelligence,Sisense,https://www.sisense.com,challenger,Product/data teams,Embedded analytics,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Business intelligence,SAP Analytics Cloud,https://www.sap.com/products/data-cloud/cloud-analytics.html,leader,SAP customers,Planning and analytics,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
CRM,Salesforce,https://www.salesforce.com,leader,Sales/Revenue operations,Manage accounts pipeline and customer relationships,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
CRM,HubSpot CRM,https://www.hubspot.com/products/crm,leader,Sales/Marketing/SMB,Manage accounts pipeline and customer relationships,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
CRM,Microsoft Dynamics 365 Sales,https://www.microsoft.com/dynamics-365/products/sales,leader,Enterprise sales,Manage accounts pipeline and customer relationships,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
CRM,Zoho CRM,https://www.zoho.com/crm,challenger,SMB/mid-market,Manage accounts pipeline and customer relationships,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
CRM,Pipedrive,https://www.pipedrive.com,challenger,SMB sales,Manage sales pipeline,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
CRM,Freshsales,https://www.freshworks.com/crm/sales,challenger,SMB sales,Manage sales pipeline,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
CRM,Oracle CX Sales,https://www.oracle.com/cx/sales,leader,Enterprise sales,Manage enterprise sales operations,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
CRM,SAP Sales Cloud,https://www.sap.com/products/crm/sales.html,leader,SAP enterprise customers,Manage enterprise sales operations,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
CRM,Creatio,https://www.creatio.com,challenger,Mid-market operations,No-code CRM and workflow,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
CRM,monday CRM,https://monday.com/crm,challenger,SMB/mid-market sales,Manage sales pipeline,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Sales engagement,Outreach,https://www.outreach.io,leader,Sales/RevOps,Prospecting sequencing and engagement,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Sales engagement,Salesloft,https://www.salesloft.com,leader,Sales/RevOps,Prospecting sequencing and engagement,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Sales engagement,Apollo,https://www.apollo.io,challenger,SMB/mid-market sales,Prospecting data and sequencing,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Sales engagement,Gong,https://www.gong.io,leader,Sales/RevOps,Conversation intelligence,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Sales engagement,Clari,https://www.clari.com,leader,Revenue leadership,Revenue intelligence and forecasting,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Sales engagement,ZoomInfo,https://www.zoominfo.com,leader,Sales/RevOps,Prospect data and sales intelligence,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Sales engagement,HubSpot Sales Hub,https://www.hubspot.com/products/sales,challenger,SMB/mid-market sales,Sales engagement and CRM,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Sales engagement,6sense,https://6sense.com,challenger,B2B marketing/sales,Account intelligence and intent,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Sales engagement,Clay,https://www.clay.com,challenger,GTM operations,Prospecting enrichment and workflows,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Sales engagement,Groove,https://www.groove.co,challenger,Sales teams,Sales engagement,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Marketing automation,HubSpot Marketing Hub,https://www.hubspot.com/products/marketing,leader,Marketing/demand generation,Campaign and lifecycle automation,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Marketing automation,Adobe Marketo Engage,https://business.adobe.com/products/marketo/adobe-marketo.html,leader,Enterprise marketing,B2B marketing automation,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Marketing automation,Braze,https://www.braze.com,leader,Consumer marketing,Lifecycle engagement automation,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Marketing automation,Iterable,https://iterable.com,challenger,Consumer marketing,Lifecycle engagement automation,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Marketing automation,Klaviyo,https://www.klaviyo.com,leader,Commerce marketing,Email and SMS marketing automation,usage/subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Marketing automation,Customer.io,https://customer.io,challenger,Product/lifecycle marketing,Messaging and lifecycle automation,usage/subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Marketing automation,ActiveCampaign,https://www.activecampaign.com,challenger,SMB marketing,Marketing automation and CRM,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Marketing automation,Salesforce Marketing Cloud,https://www.salesforce.com/marketing,leader,Enterprise marketing,Cross-channel marketing automation,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Marketing automation,Oracle Eloqua,https://www.oracle.com/cx/marketing/marketing-automation,leader,Enterprise B2B marketing,B2B marketing automation,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Marketing automation,Salesforce Account Engagement,https://www.salesforce.com/marketing/b2b-automation,challenger,B2B marketing,B2B marketing automation,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
CDP,Twilio Segment,https://segment.com,leader,Marketing/data teams,Unify customer data and audiences,usage/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
CDP,mParticle,https://www.mparticle.com,challenger,Enterprise marketing/data,Customer data platform,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
CDP,Tealium,https://tealium.com,leader,Enterprise marketing/data,Customer data platform,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
CDP,Adobe Real-Time CDP,https://business.adobe.com/products/real-time-customer-data-platform/adobe-real-time-cdp.html,leader,Enterprise marketing/data,Customer data platform,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
CDP,Salesforce Data Cloud,https://www.salesforce.com/data,leader,Salesforce enterprises,Customer data platform,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
CDP,Bloomreach Engagement,https://www.bloomreach.com/en/products/engagement,challenger,Commerce marketing,Customer data and engagement,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
CDP,Insider,https://useinsider.com,challenger,Consumer marketing,Customer data and journey orchestration,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
CDP,WebEngage,https://webengage.com,challenger,Consumer marketing,Customer data and engagement,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
CDP,Treasure Data,https://www.treasuredata.com,challenger,Enterprise data/marketing,Customer data platform,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
CDP,ActionIQ,https://www.actioniq.com,challenger,Enterprise marketing,Customer data platform,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Customer success,Gainsight,https://www.gainsight.com,leader,Customer success/revenue,Customer health renewals and expansion,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Customer success,ChurnZero,https://churnzero.com,challenger,Customer success,Customer health renewals and expansion,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Customer success,Totango,https://www.totango.com,challenger,Customer success,Customer health renewals and expansion,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Customer success,Planhat,https://www.planhat.com,challenger,Customer success,Customer health renewals and expansion,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Customer success,Vitally,https://www.vitally.io,challenger,Customer success,Customer health renewals and expansion,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Customer success,Catalyst,https://www.catalyst.io,challenger,Customer success,Customer health renewals and expansion,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Customer success,ClientSuccess,https://www.clientsuccess.com,challenger,Customer success,Customer health renewals and expansion,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Customer success,Custify,https://www.custify.com,challenger,Customer success,Customer health renewals and expansion,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Customer success,SmartKarrot,https://www.smartkarrot.com,challenger,Customer success,Customer success management,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Customer success,EverAfter,https://www.everafter.ai,niche,Customer success,Digital customer success,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
HRIS,Workday,https://www.workday.com,leader,Enterprise HR,Employee system of record and HCM,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
HRIS,Rippling,https://www.rippling.com,leader,HR/IT/finance,Employee system of record and workforce operations,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
HRIS,BambooHR,https://www.bamboohr.com,leader,SMB/mid-market HR,Employee system of record and HR operations,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
HRIS,HiBob,https://www.hibob.com,challenger,Mid-market HR,Employee system of record and HR operations,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
HRIS,Deel HR,https://www.deel.com/hr,challenger,Global HR,Global workforce HR and compliance,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
HRIS,ADP Workforce Now,https://www.adp.com/what-we-offer/products/adp-workforce-now.aspx,leader,Mid-market HR/payroll,HR and payroll,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
HRIS,UKG Pro,https://www.ukg.com/products/ukg-pro,leader,Enterprise HR/payroll,HCM and payroll,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
HRIS,Paylocity,https://www.paylocity.com,challenger,Mid-market HR/payroll,HCM and payroll,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
HRIS,Gusto,https://gusto.com,leader,SMB HR/payroll,Payroll and HR,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
HRIS,Personio,https://www.personio.com,leader,European SMB/mid-market HR,HRIS and payroll-adjacent operations,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
ATS,Greenhouse,https://www.greenhouse.com,leader,Talent acquisition,Applicant tracking and recruiting,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
ATS,Lever,https://www.lever.co,leader,Talent acquisition,Applicant tracking and recruiting,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
ATS,Ashby,https://www.ashbyhq.com,challenger,Talent acquisition,Recruiting operations and ATS,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
ATS,Workable,https://www.workable.com,challenger,SMB/mid-market talent,Talent acquisition and ATS,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
ATS,SmartRecruiters,https://www.smartrecruiters.com,leader,Enterprise talent,Talent acquisition suite,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
ATS,iCIMS,https://www.icims.com,leader,Enterprise talent,Talent acquisition suite,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
ATS,Jobvite,https://www.jobvite.com,challenger,Mid-market talent,Talent acquisition suite,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
ATS,Teamtailor,https://www.teamtailor.com,challenger,Mid-market talent,Applicant tracking and employer brand,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
ATS,Pinpoint,https://www.pinpointhq.com,challenger,Mid-market talent,Applicant tracking,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
ATS,BambooHR Hiring,https://www.bamboohr.com/platform/applicant-tracking-system/,challenger,SMB HR,Applicant tracking,subscription,Current commercial product—direct official URL corrected after live check,2026-08-17,High
Expense/spend,Ramp,https://ramp.com,leader,Finance,Corporate cards spend controls and expense management,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Expense/spend,Brex,https://www.brex.com,leader,Finance,Corporate cards spend controls and expense management,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Expense/spend,BILL Spend & Expense,https://www.bill.com,leader,SMB/mid-market finance,Spend and expense management,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Expense/spend,Navan,https://navan.com,leader,Finance/travel,Travel and expense management,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Expense/spend,Payhawk,https://payhawk.com,challenger,European finance,Spend and expense management,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Expense/spend,Rippling Spend,https://www.rippling.com/spend,challenger,Finance/HR,Corporate cards and expense controls,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Expense/spend,Airbase,https://www.airbase.com,challenger,Mid-market finance,Spend management,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
